song_name,artist,song_lyrics,song_composition,song_lang
 Para Viver Um Grande Amor  ,  Vinicius de Moraes ,"  Eu não ando só Só ando em boa companhia Com meu violão Minha canção e a poesia Para viver um grande amor, preciso É muita concentração e muito siso Muita seriedade e pouco riso Para viver um grande amor Para viver um grande amor, mister É ser um homem de uma só mulher Pois ser de muitas - poxa! - é pra quem quer Nem tem nenhum valor Para viver um grande amor, primeiro É preciso sagrar-se cavalheiro E ser de sua dama por inteiro Seja lá como for Há de fazer do corpo uma morada Onde clausure-se a mulher amada E postar-se de fora com uma espada Para viver um grande amor Eu não ando só Só ando em boa companhia Com meu violão Minha canção e a poesia Para viver um grande amor direito Não basta apenas ser um bom sujeito É preciso também ter muito peito Peito de remador É sempre necessário ter em vista Um crédito de rosas no florista Muito mais, muito mais que na modista Para viver um grande amor Conta ponto saber fazer coisinhas Ovos mexidos, camarões, sopinhas Molhos, filés com fritas, comidinhas Para depois do amor E o que há de melhor que ir pra cozinha E preparar com amor uma galinha Com uma rica e gostosa farofinha Para o seu grande amor? Eu não ando só Só ando em boa companhia Com meu violão Minha canção e a poesia Para viver um grande amor, é muito Muito importante viver sempre junto E até ser, se possível, um só defunto Pra não morrer de dor É preciso um cuidado permanente Não só com o corpo, mas também com a mente Pois qualquer ""baixo"" seu a amada sente E esfria um pouco o amor Há de ser bem cortês sem cortesia Doce e conciliador sem covardia Saber ganhar dinheiro com poesia Não ser um ganhador Mas tudo isso não adianta nada Se nesta selva escura e desvairada Não se souber achar a grande amada Para viver um grande amor! Eu não ando só Só ando em boa companhia Com meu violão Minha canção e a poesia  ", Vinícius de Moraes. ,pt
 O Vento  ,  Vinicius de Moraes ,  Estou vivo mas não tenho corpo Por isso é que não tenho forma Peso eu também não tenho Não tenho cor Quando sou fraco Me chamo brisa E se assobio Isso é comum Quando sou forte Me chamo vento Quando sou cheiro Me chamo pum!  , Bacalov / Toquinho / Vinícius de Moraes. ,pt
 Cotidiano n°2  ,  Vinicius de Moraes ,"  Há dias que eu não sei o que me passa  Eu abro o meu Neruda e apago o sol  Misturo poesia com cachaça  E acabo discutindo futebol Mas não tem nada, não  Tenho o meu violão Acordo de manhã, pão sem manteiga  E muito, muito sangue no jornal  Aí a criançada toda chega  E eu chego a achar Herodes natural Mas não tem nada, não  Tenho o meu violão Depois faço a loteca com a patroa  Quem sabe nosso dia vai chegar  E rio porque rico ri à toa  Também não custa nada imaginar Mas não tem nada, não  Tenho o meu violão Aos sábados em casa tomo um porre  E sonho soluções fenomenais  Mas quando o sono vem e a noite morre  O dia conta histórias sempre iguais Mas não tem nada, não  Tenho o meu violão Às vezes quero crer mas não consigo  É tudo uma total insensatez  Aí pergunto a Deus: escute, amigo  Se foi pra desfazer, por que é que fez? Mas não tem nada, não  Tenho o meu violão  ", Toquinho / Vinícius de Moraes. ,pt
 Tarde Em Itapoã  ,  Vinicius de Moraes ,  Um velho calção de banho O dia pra vadiar Um mar que não tem tamanho E um arco-íris no ar Depois na praça Caymmi Sentir preguiça no corpo E numa esteira de vime Beber uma água de coco É bom Passar uma tarde em Itapuã Ao sol que arde em Itapuã Ouvindo o mar de Itapuã Falar de amor em Itapuã Enquanto o mar inaugura Um verde novinho em folha Argumentar com doçura Com uma cachaça de rolha E com o olhar esquecido No encontro de céu e mar Bem devagar ir sentindo A terra toda a rodar É bom Passar uma tarde em Itapuã Ao sol que arde em Itapuã Ouvindo o mar de Itapuã Falar de amor em Itapuã Depois sentir o arrepio Do vento que a noite traz E o diz-que-diz-que macio Que brota dos coqueirais E nos espaços serenos Sem ontem nem amanhã Dormir nos braços morenos Da lua de Itapuã É bom Passar uma tarde em Itapuã Ao sol que arde em Itapuã Ouvindo o mar de Itapuã Falar de amor em Itapuã  , Vinícius de Moraes. ,pt
 Tomara  ,  Vinicius de Moraes ,"  Tomara Que você volte depressa Que você não se despeça Nunca mais do meu carinho E chore, se arrependa E pense muito Que é melhor se sofrer junto Que viver feliz sozinho Tomara  Que a tristeza te convença Que a saudade não compensa E que a ausência não dá paz E o verdadeiro amor de quem se ama Tece a mesma antiga trama Que não se desfaz E a coisa mais divina Que há no mundo É viver cada segundo Como nunca mais  ", Vinícius de Moraes. ,pt
 O Leão  ,  Vinicius de Moraes ,"  Leão! Leão! Leão! Rugindo como um trovão Deu um pulo, e era uma vez Um cabritinho montês Leão! Leão! Leão! És o rei da criação Tua goela é uma fornalha Teu salto, uma labareda Tua garra, uma navalha Cortando a presa na queda Leão longe, leão perto Nas areias do deserto Leão alto, sobranceiro Junto do despenhadeiro Leão! Leão! Leão! És o rei da criação Leão na caça diurna Saindo a correr da furna Leão! Leão! Leão! Foi Deus quem te fez ou não Leão! Leão! Leão! És o rei da criação O salto do tigre é rápido Como o raio, mas não há Tigre no mundo que escape Do salto que o leão dá Não conheço quem defronte O feroz rinoceronte Pois bem, se ele vê o leão Foge como um furacão Leão! Leão! Leão! Es o rei da criação Leão! Leão! Leão! Foi Deus quem te fez ou não Leão se esgueirando à espera Da passagem de outra fera Vem um tigre, como um dardo Cai-lhe em cima o leopardo E enquanto brigam, tranqüilo O leão fica olhando aquilo Quando se cansam, o leão Mata um com cada mão  ", Fagner / Vinícius de Moraes. ,pt
 A Arca de Noé  ,  Vinicius de Moraes ,"  Sete em cores, de repente O arco-íris se desata Na água límpida e contente Do ribeirinho da mata O sol, ao véu transparente Da chuva de ouro e de prata Resplandece resplendente No céu, no chão, na cascata E abre-se a porta da arca Lentamente surgem francas A alegria e as barbas brancas Do prudente patriarca Vendo ao longe aquela serra E as planícies tão verdinhas Diz Noé: ""Que boa terra Pra plantar as minhas vinhas"" Ora vai, na porta aberta De repente, vacilante Surge lenta, longa e incerta Uma tromba de elefante E de dentro de um buraco De uma janela aparece Uma cara de macaco Que espia e desaparece ""Os bosques são todos meus!"" Ruge soberbo o leão ""Também sou filho de Deus!"" Um protesta, e o tigre - ""Não"" A arca desconjuntada Parece que vai ruir Entre os pulos da bicharada Toda querendo sair Afinal com muito custo Indo em fila, aos casais Uns com raiva, outros com susto Vão saindo os animais Os maiores vêm à frente Trazendo a cabeça erguida E os fracos, humildemente Vêm atrás, como na vida Longe o arco-íris se esvai E desde que houve essa história Quando o véu da noite cai Erguem-se os astros em glória Enchem o céu de seus caprichos Em meio à noite calada Ouve-se a fala dos bichos Na terra repovoada  ", Ernst Nahle / Toquinho / Vinícius de Moraes. ,pt
 O Gato  ,  Vinicius de Moraes ,"  Com um lindo salto Leve e seguro O gato passa Do chão ao muro Logo mudando De opinião Passa de novo Do muro ao chão E pisa e passa Cuidadoso, de mansinho Pega e corre, silencioso Atrás de um pobre passarinho E logo pára Como assombrado Depois dispara Pula de lado Se num novelo Fica enroscado Ouriça o pêlo, mal-humorado Um preguiçoso é o que ele é E gosta muito de cafuné Com um lindo salto Leve e seguro O gato passa Do chão ao muro Logo mudando De opinião Passa de novo Do muro ao chão E pisa e passa Cuidadoso, de mansinho Pega e corre, silencioso Atrás de um pobre passarinho E logo pára Como assombrado Depois dispara Pula de lado E quando à noite vem a fadiga Toma seu banho Passando a língua pela barriga  ", Bacalov / Toquinho / Vinícius de Moraes. ,pt
 Pátria Minha  ,  Vinicius de Moraes ,"  A minha pátria é como se não fosse, é íntima Doçura e vontade de chorar; uma criança dormindo É minha pátria. Por isso, no exílio Assistindo dormir meu filho Choro de saudades de minha pátria. Se me perguntarem o que é a minha pátria, direi: Não sei. De fato, não sei Como, por que e quando a minha pátria Mas sei que a minha pátria é a luz, o sal e a água Que elaboram e liquefazem a minha mágoa Em longas lágrimas amargas. Vontade de beijar os olhos de minha pátria De niná-la, de passar-lhe a mão pelos cabelos... Vontade de mudar as cores do vestido (auriverde!) tão feias De minha pátria, de minha pátria sem sapatos E sem meias, pátria minha Tão pobrinha! Porque te amo tanto, pátria minha, eu que não tenho Pátria, eu semente que nasci do vento Eu que não vou e não venho, eu que permaneço Em contato com a dor do tempo, eu elemento De ligação entre a ação e o pensamento Eu fio invisível no espaço de todo adeus Eu, o sem Deus! Tenho-te no entanto em mim como um gemido De flor; tenho-te como um amor morrido A quem se jurou; tenho-te como uma fé Sem dogma; tenho-te em tudo em que não me sinto a jeito Nesta sala estrangeira com lareira E sem pé-direito. Ah, pátria minha, lembra-me uma noite no Maine, Nova Inglaterra Quando tudo passou a ser infinito e nada terra E eu vi alfa e beta de Centauro escalarem o monte até o céu Muitos me surpreenderam parado no campo sem luz À espera de ver surgir a Cruz do Sul Que eu sabia, mas amanheceu... Fonte de mel, bicho triste, pátria minha Amada, idolatrada, salve, salve! Que mais doce esperança acorrentada O não poder dizer-te: aguarda... Não tardo! Quero rever-te, pátria minha, e para Rever-te me esqueci de tudo Fui cego, estropiado, surdo, mudo Vi minha humilde morte cara a cara Rasguei poemas, mulheres, horizontes Fiquei simples, sem fontes. Pátria minha... A minha pátria não é florão, nem ostenta Lábaro não; a minha pátria é desolação De caminhos, a minha pátria é terra sedenta E praia branca; a minha pátria é o grande rio secular Que bebe nuvem, come terra E urina mar. Mais do que a mais garrida a minha pátria tem Uma quentura, um querer bem, um bem Um libertas quae sera tamen Que um dia traduzi num exame escrito: ""Liberta que serás também"" E repito! Ponho no vento o ouvido e escuto a brisa Que brinca em teus cabelos e te alisa Pátria minha, e perfuma o teu chão... Que vontade me vem de adormecer-me Entre teus doces montes, pátria minha Atento à fome em tuas entranhas E ao batuque em teu coração. Não te direi o nome, pátria minha Teu nome é pátria amada, é patriazinha Não rima com mãe gentil Vives em mim como uma filha, que és Uma ilha de ternura: a Ilha Brasil, talvez. Agora chamarei a amiga cotovia E pedirei que peça ao rouxinol do dia Que peça ao sabiá Para levar-te presto este avigrama: ""Pátria minha, saudades de quem te ama… Vinicius de Moraes.""  ", Vinícius de Moraes. ,pt
 Pra Que Chorar  ,  Vinicius de Moraes ,  Pra que chorar Se o sol já vai raiar Se o dia vai amanhecer Pra que sofrer Se a lua vai nascer É só o sol se pôr Pra que chorar Se existe amor A questão é só de dar A questão é só de dor Quem não chorou Quem não se lastimou Não pode nunca mais dizer Pra que chorar Pra que sofrer Se há sempre um novo amor Em cada novo amanhecer  , Baden Powell / Vinícius de Moraes. ,pt
 As Abelhas  ,  Vinicius de Moraes ,  A abelha-mestra E as abelhinhas Estão todas prontinhas Para ir para a festa Num zune-que-zune Lá vão pro jardim Brincar com a cravina Valsar com o jasmim Da rosa pro cravo Do cravo pra rosa Da rosa pro favo E de volta pra rosa Venham ver como dão mel As abelhas do céu Venham ver como dão mel As abelhas do céu A abelha-rainha Está sempre cansada Engorda a pancinha E não faz mais nada Num zune-que-zune Lá vão pro jardim Brincar com a cravina Valsar com o jasmin Da rosa pro cravo Do cravo pra rosa Da rosa pro favo E de volta pra rosa Venham ver como dão mel As abelhas do céu Venham ver como dão mel As abelhas do céu  , Bacalov / Vinícius de Moraes. ,pt
 Ternura  ,  Vinicius de Moraes ,"  Eu te peço perdão por te amar de repente Embora o meu amor seja uma velha canção nos teus ouvidos Das horas que passei à sombra dos teus gestos Bebendo em tua boca o perfume dos sorrisos Das noites que vivi acalentado Pela graça indizível dos teus passos eternamente fugindo Trago a doçura dos que aceitam melancolicamente E posso te dizer do grande afeto que te deixo Não traz o exaspero das lágrimas Nem a fascinação das promessas Nem as misteriosas palavras dos véus da alma É um sossego, uma unção, um transbordamento de carícias E só te pede que te repouses quieta, muito quieta E deixes que as mãos cálidas da noite Encontrem sem fatalidade O olhar extático da aurora  ", Vinícius de Moraes. ,pt
 O Poeta e a Lua  ,  Vinicius de Moraes ,"  Em meio a um cristal de ecos O poeta vai pela rua Seus olhos verdes de éter Abrem cavernas na lua. A lua volta de flanco Eriçada de luxúria O poeta, aloucado e branco Palpa as nádegas da lua. Entre as esferas nitentes Tremeluzem pêlos fulvos O poeta, de olhar dormente Entreabre o pente da lua. Em frouxos de luz e água Palpita a ferida crua O poeta todo se lava De palidez e doçura. Ardente e desesperada A lua vira em decúbito A vinda lenta do espasmo Aguça as pontas da lua. O poeta afaga-lhe os braços E o ventre que se menstrua A lua se curva em arco Num delírio de volúpia. O gozo aumenta de súbito Em frêmitos que perduram A lua vira o outro quarto E fica de frente, nua. O orgasmo desce do espaço Desfeito em estrelas e nuvens Nos ventos do mar perspassa Um salso cheiro de lua E a lua, no êxtase, cresce Se dilata e alteia e estua O poeta se deixa em prece Ante a beleza da lua. Depois a lua adormece E míngua e se apazigua... O poeta desaparece Envolto em cantos e plumas Enquanto a noite enlouquece No seu claustro de ciúmes.  ", Vinícius de Moraes. ,pt
 Soneto da Mulher Ideal  ,  Vinicius de Moraes ,  Pra fazer poesia Tem que ter inspiração Se forçar .. Nunca vai ficar boa Se não.. É como amar uma mulher só linda E daí !?? Uma mulher tem que ter alguma coisa alem da beleza Qualquer coisa feliz Qualquer coisa que ri Qualquer coisa que sente saudade Um pedaço de amor derramado Uma beleza ... Que vem da tristeza Que faz um homem que como eu sonhar Tem que saber amar saber sofrer pelo seu amor E ser só perdão  , Vinícius de Moraes. ,pt
